Package,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,Archs,MD5sum,NeedsCompilation,Additional_repositories,Author,Authors@R,Biarch,BugReports,BuildKeepEmpty,BuildManual,BuildResaveData,BuildVignettes,Built,ByteCompile,Classification/ACM,Classification/ACM-2012,Classification/JEL,Classification/MSC,Classification/MSC-2010,Collate,Collate.unix,Collate.windows,Contact,Copyright,Date,Date/Publication,Description,Encoding,KeepSource,Language,LazyData,LazyDataCompression,LazyLoad,MailingList,Maintainer,Note,Packaged,RdMacros,StagedInstall,SysDataCompression,SystemRequirements,Title,Type,URL,UseLTO,VignetteBuilder,ZipData,Path,X-CRAN-Comment,Published,Reverse depends,Reverse imports,Reverse linking to,Reverse suggests,Reverse enhances,Deadline,DOI,ind_ggplot_depend_import_suggest,ind_gg,ind_ggplot_in_description,ind_extension_in_description,ext_score
ggprism,1.0.5,NA,R (>= 3.2),"digest, ggplot2 (>= 3.2.0), glue, grid, gtable (>= 0.1.1),
rlang (>= 0.3.0), scales (>= 0.5.0), stats, tibble, utils",NA,"covr, dplyr, ggbeeswarm, ggnewscale, knitr, magrittr,
patchwork, rmarkdown, rstatix, tidyr, tinytest",NA,GPL (>= 3.0),NA,NA,NA,NA,b800779500b9ae02d30505175ffc02ad,no,NA,"Charlotte Dawson [aut, cre] (<https://orcid.org/0000-0002-7151-5971>)","
    person(given = ""Charlotte"",
           family = ""Dawson"",
           role = c(""aut"", ""cre""),
           email = ""csdaw@outlook.com"",
           comment = c(ORCID = ""0000-0002-7151-5971""))",NA,https://github.com/csdaw/ggprism/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-21 10:50:02 UTC,"Provides various themes, palettes, and other functions
    that are used to customise ggplots to look like they were made in 'GraphPad 
    Prism'. The 'Prism'-look is achieved with theme_prism() and 
    scale_fill|colour_prism(), axes can be changed with custom guides like 
    guide_prism_minor(), and significance indicators added with add_pvalue().",UTF-8,NA,NA,true,NA,NA,NA,Charlotte Dawson <csdaw@outlook.com>,NA,2024-03-21 10:15:34 UTC; csd51,NA,NA,NA,NA,A 'ggplot2' Extension Inspired by 'GraphPad Prism',NA,"https://csdaw.github.io/ggprism/, https://github.com/csdaw/ggprism",NA,knitr,NA,NA,NA,2024-03-21,NA,"BiVariAn, CEDA, scCustomize, shinyTempSignal",NA,NA,NA,NA,10.32614/CRAN.package.ggprism,TRUE,TRUE,TRUE,FALSE,2
ggpubr,0.6.0,NA,"R (>= 3.1.0), ggplot2 (>= 3.4.0)","ggrepel (>= 0.9.2), grid, ggsci, stats, utils, tidyr (>=
1.3.0), purrr, dplyr (>= 0.7.1), cowplot (>= 1.1.1), ggsignif,
scales, gridExtra, glue, polynom, rlang (>= 0.4.6), rstatix (>=
0.7.2), tibble, magrittr",NA,"grDevices, knitr, RColorBrewer, gtable, testthat",NA,GPL (>= 2),NA,NA,NA,NA,95bf0dd0bb7114412aa283799c42c90a,no,NA,"Alboukadel Kassambara [aut, cre]","c(
    person(""Alboukadel"", ""Kassambara"", role = c(""aut"", ""cre""), email = ""alboukadel.kassambara@gmail.com""))",NA,https://github.com/kassambara/ggpubr/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'utilities_color.R' 'utilities_base.R' 'desc_statby.R'
'utilities.R' 'add_summary.R' 'annotate_figure.R' 'as_ggplot.R'
'as_npc.R' 'axis_scale.R' 'background_image.R' 'bgcolor.R'
'border.R' 'compare_means.R' 'create_aes.R' 'diff_express.R'
'facet.R' 'font.R' 'gene_citation.R' 'gene_expression.R'
'geom_bracket.R' 'geom_exec.R' 'utils-aes.R'
'utils_stat_test_label.R' 'geom_pwc.R' 'get_breaks.R'
'get_coord.R' 'get_legend.R' 'get_palette.R' 'ggadd.R'
'ggadjust_pvalue.R' 'ggarrange.R' 'ggballoonplot.R' 'ggpar.R'
'ggbarplot.R' 'ggboxplot.R' 'ggdensity.R' 'ggpie.R'
'ggdonutchart.R' 'stat_conf_ellipse.R' 'stat_chull.R'
'ggdotchart.R' 'ggdotplot.R' 'ggecdf.R' 'ggerrorplot.R'
'ggexport.R' 'gghistogram.R' 'ggline.R' 'ggmaplot.R'
'ggpaired.R' 'ggparagraph.R' 'ggpubr-package.R' 'ggpubr_args.R'
'ggpubr_options.R' 'ggqqplot.R' 'utilities_label.R'
'stat_cor.R' 'stat_stars.R' 'ggscatter.R' 'ggscatterhist.R'
'ggstripchart.R' 'ggsummarystats.R' 'ggtext.R' 'ggtexttable.R'
'ggviolin.R' 'gradient_color.R' 'grids.R' 'npc_to_data_coord.R'
'reexports.R' 'rotate.R' 'rotate_axis_text.R' 'rremove.R'
'set_palette.R' 'show_line_types.R' 'show_point_shapes.R'
'stat_anova_test.R' 'stat_central_tendency.R'
'stat_compare_means.R' 'stat_friedman_test.R'
'stat_kruskal_test.R' 'stat_mean.R'
'stat_overlay_normal_density.R' 'stat_pvalue_manual.R'
'stat_regline_equation.R' 'stat_welch_anova_test.R'
'text_grob.R' 'theme_pubr.R' 'theme_transparent.R'
'utils-geom-signif.R' 'utils-pipe.R' 'utils-tidyr.R'",NA,NA,NA,NA,2023-02-05,2023-02-10 16:20:02 UTC,"The 'ggplot2' package is excellent and flexible for elegant data
    visualization in R. However the default generated plots requires some formatting
    before we can send them for publication. Furthermore, to customize a 'ggplot',
    the syntax is opaque and this raises the level of difficulty for researchers
    with no advanced R programming skills. 'ggpubr' provides some easy-to-use
    functions for creating and customizing 'ggplot2'- based publication ready plots.",UTF-8,NA,NA,TRUE,NA,NA,NA,Alboukadel Kassambara <alboukadel.kassambara@gmail.com>,NA,2023-02-06 02:39:47 UTC; kassambara,NA,NA,NA,NA,'ggplot2' Based Publication Ready Plots,Package,https://rpkgs.datanovia.com/ggpubr/,NA,NA,NA,NA,NA,2023-02-10,"broadSeq, clustEff, SCOUTer, SKFCPD, survminer","ADAMgui, adestr, AdverseEvents, agriutilities, ale, AnanseSeurat, AnnoProbe, APCI, APCtools, asmbPLS, autoslider.core, baker, BayesChange, BayesianPlatformDesignTimeTrend, BayesMultiMode, bayMDS, bdl, BEAMR, BinMat, BioM2, bmstdr, BNPmix, BREADR, bSi, calibmsm, CeTF, ClassifyR, ClusROC, coda4microbiome, CompAREdesign, compSPOT, conformalInference.fd, convergEU, corx, CovidMutations, Coxmos, crctStepdown, CRMetrics, crosslag, csa, csmpv, cvCovEst, dae, ddtlcm, DeductiveR, DeepTarget, DEGRE, DESpace, DFD, dfoliatR, did, diversityForest, dominoSignal, dPCP, drugsens, dtComb, easier, ecocbo, EEAaq, EGAnet, ELMER, ENMTools, entropart, epidecodeR, epigraHMM, esmtools, explainer, factoextra, fastai, fastml, finnsurveytext, FlowSOM, FRK, FuncNN, FuseSOM, GABB, geneHapR, GenomicPlot, GenomicSuperSignature, geocausal, gfoRmula, ggESDA, ggheatmap, ggquickeda, ggScatRidges, GimmeMyPlot, giniCI, glmmSeq, GNAR, GrafGen, grapesAgri1, HanStat, hdcuremodels, hdpGLM, heiscore, hilldiv, hipathia, hJAM, HYPEtools, iCellR, IDEATools, iglu, ImFoR, immunarch, iNEXT.4steps, insane, InTAD, iPath, IRon, jskm, jsmodule, JWileymisc, knfi, kollaR, LeadSense, lehuynh, LinkHD, lmap, longreadvqs, LorMe, LTCDM, mappoly, mastR, mc2d, meconetcomp, mecoturn, MERO, metaviz, MethReg, methylclock, MF.beta4, miceRanger, microbial, MICSQTL, MIRit, missingHE, MSigSeg, MSPRT, MSstatsLiP, multid, musicatk, neatStats, neonPlantEcology, nlmixr2rpt, OenoKPM, ofpetrial, OhdsiReportGenerator, OlinkAnalyze, orthogene, orthos, OSLdecomposition, outqrf, parafac4microbiome, ParBayesianOptimization, pathlinkR, pbcc, pctax, PDXpower, PhosR, plotGrouper, PLSDAbatch, popstudy, powdR, PRECAST, pRecipe, predRupdate, promotionImpact, ProtE, protGear, pseudoCure, ptairMS, PUMP, qPCRhelper, QuadratiK, QurvE, RCTrep, reappraised, RegrCoeffsExplorer, reportRmd, reservoirnet, rfVarImpOOB, riskCommunicator, rKOMICS, rmlnomogram, RnaSeqSampleSize, rnmamod, rPACI, rrtable, rSAFE, RVA, scITD, scSpatialSIM, SEIRfansy, serocalculator, sgdGMF, SHAPforxgboost, ShellChron, sievePH, sigminer, signeR, simET, smplot2, SouthParkRshiny, SpatialDDLS, SPONGE, SqueakR, SRTsim, surtvep, SWTools, symptomcheckR, sysAgNPs, TADCompare, TargetDecoy, tcgaViz, TCIU, TestGardener, tidyplots, tipsae, TransProR, trawl, tRigon, TSAR, UCSCXenaShiny, UNCOVER, UniprotR, vaccine, VALERIE, vannstats, vDiveR, vecmatch, vici, viewpoly, vmeasur, voiceR, volcano3D, vsd, vvshiny, WINS, Xplortext",NA,"afex, airship, ammiBayes, biomod2, catregs, causalBatch, CelliD, cfDNAPro, ciftiTools, circRNAprofiler, clustNet, cmpsR, CohortCharacteristics, CohortConstructor, comparer, cophescan, cpr, dataquieR, demuxSNP, Dino, discourseGT, dsem, ecpc, EpiInvert, escheR, evapoRe, expertsurv, FEAST, flexFitR, formods, geneplast, geocmeans, GeoTox, GeRnika, GUniFrac, heatwaveR, iBART, idiogramFISH, inferCSN, JointAI, LMMstar, lpirfs, MerfishData, MetaNet, microeco, midasHLA, mlr, mmb, MOFA2, mxfda, nestedcv, NeuralEstimators, nipalsMCIA, NMRphasing, nuts, pafr, pcutils, pedbp, PerformanceAnalytics, PhenotypeR, plotthis, r4ss, rBiasCorrection, rcausim, RecordTest, remiod, rempsyc, RSAtools, rstatix, rTwig, scCustomize, scPCA, SIAMCAT, smartid, SpotSweeper, spStack, standR, SurvMetrics, SWIM, tabxplor, TAD, TEKRABber, TextMiningGUI, tinyarray, tpSVG, treesliceR, wrGraph, wxgenR",NA,NA,10.32614/CRAN.package.ggpubr,TRUE,TRUE,TRUE,FALSE,2
ggpval,0.2.5,NA,NA,"ggplot2, data.table",NA,"knitr, rmarkdown, markdown, testthat",NA,GPL-3,NA,NA,NA,NA,1fa9002c5a21e5a990d27a7d584538aa,no,NA,"Jun Cheng [aut, cre]","person(""Jun"", ""Cheng"", email = ""s6juncheng@gmail.com"", role = c(""aut"", ""cre""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-11 17:10:02 UTC,"Automatically performs desired statistical tests (e.g. wilcox.test(), t.test()) to compare between groups, 
    and adds the resulting p-values to the plot with an annotation bar.
    Visualizing group differences are frequently performed by boxplots, bar plots, etc.
    Statistical test results are often needed to be annotated on these plots. 
    This package provides a convenient function that works on 'ggplot2' objects, 
    performs the desired statistical test between groups of interest and annotates the test results on the plot.",UTF-8,NA,NA,NA,NA,NA,NA,Jun Cheng <s6juncheng@gmail.com>,NA,2022-07-11 16:48:59 UTC; Jun,NA,NA,NA,NA,Annotate Statistical Tests for 'ggplot2',Package,https://github.com/s6juncheng/ggpval,NA,knitr,NA,NA,NA,2022-07-11,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggpval,TRUE,TRUE,TRUE,FALSE,2
ggQC,0.0.31,NA,R (>= 2.10),"ggplot2, stats, dplyr, tidyr",NA,"testthat, gridExtra, knitr, rmarkdown, reshape2, plyr",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,8a2165f44850dcd8481e5faefc28a577,no,NA,Kenith Grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-01 05:20:27 UTC,"Plot single and faceted type quality control charts
  for 'ggplot'.  ",UTF-8,NA,NA,true,NA,NA,NA,Kenith Grey <kenithgrey@r-bar.net>,NA,2018-12-01 01:41:15 UTC; billy,NA,NA,NA,NA,Quality Control Charts for 'ggplot',Package,NA,NA,knitr,NA,NA,NA,2018-12-01,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggQC,TRUE,TRUE,TRUE,FALSE,2
ggQQunif,0.1.5,NA,NA,"scales, ggplot2, dplyr",NA,NA,NA,GPL-3,NA,NA,NA,NA,82e59909281555ed282ed33b738530f8,no,NA,"Robert Corty [aut, cre]","person(""Robert"", ""Corty"", email = ""rcorty@gmail.com"", role = c(""aut"", ""cre""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-14 09:20:45 UTC,"A quantile-quantile plot can be used to compare a sample of p-values 
  to the uniform distribution.  But when the dataset is big (i.e. > 1e4 p-values),
  plotting the quantile-quantile plot can be slow.  geom_QQ uses all the data to
  calculate the quantiles, but thins it out in a way that focuses on points near zero 
  before plotting to speed up plotting and decrease file size, when vector graphics are stored.  ",UTF-8,NA,NA,true,NA,NA,NA,Robert Corty <rcorty@gmail.com>,NA,2018-03-13 00:32:05 UTC; rcorty,NA,NA,NA,NA,Compare Big Datasets to the Uniform Distribution,Package,NA,NA,NA,NA,NA,NA,2018-03-14,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggQQunif,TRUE,TRUE,FALSE,FALSE,1
ggquickeda,0.3.1,NA,R (>= 4.1.0),"colourpicker, dplyr, data.table, DT, Formula, GGally (>=
2.1.0), ggbeeswarm, ggh4x, ggplot2 (>= 3.4.0), ggpmisc, ggrepel
(>= 0.7.0), ggpubr, ggstance, glue, gridExtra, Hmisc, markdown,
methods, plotly, quantreg, rlang, scales, shiny (>= 1.0.4),
shinyjs (>= 1.1), shinyjqui, stringr, survival, survminer,
tidyr, table1 (>= 1.4.2), zoo, shinyFiles, RPostgres, forcats,
ggridges, rms, tibble, patchwork (>= 1.2.0)",NA,"knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,ce1f98bd9e8572f7fc1d462b70edf237,no,NA,"Samer Mouksassi [aut, cre] (<https://orcid.org/0000-0002-7152-6654>),
  Dean Attali [aut],
  James Craig [aut] (implemented bookmarking and created pkgdown website),
  Benjamin Rich [aut] (provided summary stats tables table1 tab code),
  Michael Sachs [aut] (provided ggkm initial code)","c(
    person(""Samer"", ""Mouksassi"", email = ""samermouksassi@gmail.com"",
      role = c(""aut"", ""cre""),comment = c(ORCID = ""https://orcid.org/0000-0002-7152-6654"")),
    person(""Dean"", ""Attali"", email = ""daattali@gmail.com"",
      role = c(""aut"")),
    person(""James"", ""Craig"", email = ""james.craig@certara.com"",
      role = c(""aut""), comment = ""implemented bookmarking and created pkgdown website""),
    person(""Benjamin"", ""Rich"", email = ""mail@benjaminrich.net"",
      role = c(""aut""), comment = ""provided summary stats tables table1 tab code""), 
    person(""Michael"", ""Sachs"", email = ""sachsmc@gmail.com"",
      role = c(""aut""), comment = ""provided ggkm initial code"")
    )",NA,https://github.com/smouksassi/ggquickeda/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-15 10:20:02 UTC,"Quickly and easily perform exploratory data analysis by uploading your
     data as a 'csv' file. Start generating insights using 'ggplot2' plots and
     'table1' tables with descriptive stats, all using an easy-to-use point and click 
     'Shiny' interface.",UTF-8,NA,NA,true,NA,NA,NA,Samer Mouksassi <samermouksassi@gmail.com>,NA,2024-01-15 09:36:53 UTC; smouksas,NA,NA,NA,pandoc with https support,"Quickly Explore Your Data Using 'ggplot2' and 'table1' Summary
Tables",NA,"https://github.com/smouksassi/ggquickeda,
https://smouksassi.github.io/ggquickeda/",NA,knitr,NA,NA,NA,2024-01-15,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggquickeda,TRUE,TRUE,TRUE,FALSE,2
ggquiver,0.3.3,NA,R (>= 3.2.0),ggplot2,NA,"dplyr, maps, sf, pkgdown, testthat",NA,GPL-3,NA,NA,NA,NA,d25ca6c8aa4a705b92eab619499d8a97,no,NA,"Mitchell O'Hara-Wild [aut, cre]","person(""Mitchell"", ""O'Hara-Wild"", email = ""mail@mitchelloharawild.com"", role = c(""aut"", ""cre""))",NA,https://github.com/mitchelloharawild/ggquiver/issues,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-17 11:30:06 UTC,"An extension of 'ggplot2' to provide quiver plots to visualise vector fields. 
    This functionality is implemented using a geom to produce a new graphical layer, which
    allows aesthetic options. This layer can be overlaid on a map to improve visualisation
    of mapped data.",UTF-8,NA,NA,NA,NA,NA,NA,Mitchell O'Hara-Wild <mail@mitchelloharawild.com>,NA,2023-11-17 10:59:35 UTC; mitchell,NA,NA,NA,NA,Quiver Plots for 'ggplot2',NA,"https://github.com/mitchelloharawild/ggquiver,
https://pkg.mitchelloharawild.com/ggquiver/",NA,NA,NA,NA,NA,2023-11-17,NA,CoSMoS,NA,eks,NA,NA,10.32614/CRAN.package.ggquiver,TRUE,TRUE,TRUE,TRUE,3
ggragged,0.2.0,NA,ggplot2,"grid, gtable, rlang, vctrs",NA,"covr, knitr, nlme, ragg, rmarkdown, roxygen2, testthat (>=
3.0.0), vdiffr",NA,MIT + file LICENSE,NA,NA,NA,NA,d469c9456202bf56e4b0ec90e8a5a736,no,NA,"Mikko Marttila [aut, cre, cph]","
    person(""Mikko"", ""Marttila"", , ""mikkmart@protonmail.com"", role = c(""aut"", ""cre"", ""cph""))",NA,https://github.com/mikmart/ggragged/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'facet_ragged.R' 'facet_ragged_rows.R' 'facet_ragged_cols.R'
'ggragged-package.R' 'grid.R' 'gtable.R' 'layout.R'",NA,NA,NA,NA,NA,2024-10-09 17:10:02 UTC,"Extend 'ggplot2' facets to panel layouts arranged in a grid
    with ragged edges. facet_ragged_rows() groups panels into rows that
    can vary in length, facet_ragged_cols() does the same but for columns.
    These can be useful, for example, to represent nested or partially
    crossed relationships between faceting variables.",UTF-8,NA,NA,NA,NA,NA,NA,Mikko Marttila <mikkmart@protonmail.com>,NA,2024-10-09 16:56:09 UTC; Mikko,NA,NA,NA,NA,Ragged Grids for 'ggplot2',NA,"https://github.com/mikmart/ggragged,
https://mikmart.github.io/ggragged/",NA,knitr,NA,NA,NA,2024-10-09,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggragged,TRUE,TRUE,TRUE,FALSE,2
ggrain,0.0.4,NA,"ggplot2 (>= 3.4.0), R (>= 3.4.0)","grid, gghalves, ggpp (>= 0.5.6), rlang, vctrs (>= 0.5.0), cli",NA,"knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,8e24f1f21eac678fe6b1951e61022701,no,NA,"Nicholas Judd [aut, cre] (<https://orcid.org/0000-0002-0196-9871>),
  Jordy van Langen [aut] (<https://orcid.org/0000-0003-2504-2381>),
  Micah Allen [ctb] (<https://orcid.org/0000-0001-9399-4179>),
  Rogier Kievit [aut] (<https://orcid.org/0000-0003-0700-4568>)","c(
    person(""Nicholas"", ""Judd"", , ""nickkjudd@gmail.com"", role = c(""aut"", ""cre""),
           comment = c(ORCID = ""0000-0002-0196-9871"")),
    person(""Jordy"", ""van Langen"", , ""jordyvanlangen@gmail.com"", role = c(""aut""),
           comment = c(ORCID = ""0000-0003-2504-2381"")),
    person(""Micah"", ""Allen"", , """", role = c(""ctb""),
           comment = c(ORCID = ""0000-0001-9399-4179"")),
    person(""Rogier"", ""Kievit"", , """", role = c(""aut""),
           comment = c(ORCID = ""0000-0003-0700-4568"")))",NA,https://github.com/njudd/ggrain/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-23 11:50:02 UTC,The 'geom_rain()' function adds different geoms together using 'ggplot2' to create raincloud plots. ,UTF-8,NA,NA,NA,NA,NA,NA,Nicholas Judd <nickkjudd@gmail.com>,NA,2024-01-23 10:46:27 UTC; njudd,NA,NA,NA,NA,A Rainclouds Geom for 'ggplot2',NA,https://github.com/njudd/ggrain,NA,knitr,NA,NA,NA,2024-01-23,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggrain,TRUE,TRUE,TRUE,FALSE,2
ggRandomForests,2.2.1,NA,"R (>= 3.5.0), randomForestSRC (>= 1.5.5), randomForest","survival, parallel, tidyr, ggplot2",NA,"testthat, rmdformats, bookdown, RColorBrewer, MASS, dplyr,
knitr, rmarkdown, plot3D, lintr, datasets",NA,GPL (>= 3),NA,NA,NA,NA,c0f46746669418e8480189467b92b90b,no,NA,John Ehrlinger <john.ehrlinger@gmail.com>,NA,NA,https://github.com/ehrlinger/ggRandomForests/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-31,2022-09-01 09:10:45 UTC,"Graphic elements for exploring Random Forests using the 'randomForest' or
    'randomForestSRC' package for survival, regression and classification forests and
    'ggplot2' package plotting.",UTF-8,NA,en-US,NA,NA,NA,NA,John Ehrlinger <john.ehrlinger@gmail.com>,NA,2022-08-31 19:11:49 UTC; jehrling,NA,NA,NA,NA,Visually Exploring Random Forests,Package,https://github.com/ehrlinger/ggRandomForests,NA,knitr,NA,NA,NA,2022-09-01,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggRandomForests,TRUE,TRUE,TRUE,FALSE,2
ggraph,2.2.1,NA,"R (>= 2.10), ggplot2 (>= 3.5.0)","dplyr, ggforce (>= 0.3.1), grid, igraph (>= 1.0.0), scales,
MASS, ggrepel, utils, stats, viridis, rlang, tidygraph,
graphlayouts (>= 1.1.0), withr, cli, vctrs, lifecycle, memoise",cpp11,"network, knitr, rmarkdown, purrr, tibble, seriation, deldir,
gganimate, covr, sf, sfnetworks",NA,MIT + file LICENSE,NA,NA,NA,NA,cacb7920286e8197ea44a31749319981,yes,NA,"Thomas Lin Pedersen [cre, aut]
    (<https://orcid.org/0000-0002-5147-4711>),
  RStudio [cph]","
    c(person(given = ""Thomas Lin"",
             family = ""Pedersen"",
             role = c(""cre"", ""aut""),
             email = ""thomasp85@gmail.com"",
             comment = c(ORCID = ""0000-0002-5147-4711"")),
      person(given = ""RStudio"",
             role = ""cph""))",NA,https://github.com/thomasp85/ggraph/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-07 12:40:02 UTC,"The grammar of graphics as implemented in ggplot2 is a poor fit for
    graph and network visualizations due to its reliance on tabular data input.
    ggraph is an extension of the ggplot2 API tailored to graph visualizations
    and provides the same flexible approach to building up plots layer by layer.",UTF-8,NA,NA,TRUE,NA,NA,NA,Thomas Lin Pedersen <thomasp85@gmail.com>,NA,2024-03-07 08:24:28 UTC; thomas,NA,NA,NA,NA,An Implementation of Grammar of Graphics for Graphs and Networks,Package,"https://ggraph.data-imaginist.com,
https://github.com/thomasp85/ggraph",NA,knitr,NA,NA,NA,2024-03-07,"clustree, ggkegg, GOxploreR, miaViz","akc, AnimalSequences, apisensr, arulesViz, bartMan, basket, CausalQueries, CBNplot, CCPlotR, ceRNAnetsim, chemodiv, CIARA, CIMICE, cisp, CiteFuse, CKMRpop, clevRvis, clustringr, corrViz, dce, dsem, dyngen, epiCo, epiregulon.extra, finnsurveytext, fobitools, foodingraph, genBaRcode, genekitr, ggdag, goat, HospitalNetwork, HTT, imcRtools, immunarch, inferCSN, LabApplStat, manynet, MEGENA, miloR, mnda, moranajp, motifr, mulea, multinma, NAIR, netcom, NetFACS, netropy, numbat, pathfindR, pathlinkR, pGRN, phylepic, phylopath, PLEXI, ReactomePA, saotd, scClassify, scholar, scRepertoire, scTreeViz, SiFINeT, snahelper, spacejamr, specr, sSNAPPY, stminsights, tidytof, TOP, TransProR, vissE, vivainsights, whomds, wpa",NA,"amt, atrrr, cito, clustNet, correlation, crosstalkr, cspp, debkeepr, deepdep, drake, ecoCopula, EcoNetGen, economiccomplexity, ecpc, eHDPrep, epicmodel, fairadapt, ggokabeito, ghypernet, goldfish, greed, industRial, isotracer, khroma, malan, MetaNet, multifear, multimedia, netplot, OmnipathR, PaRe, particles, pcutils, plotthis, POMA, purgeR, ReporterScore, rSDI, rsetse, rvinecopulib, see, sfcr, signnet, spreadr, svines, TextMiningGUI, textplot, tgver, tidySEM, visNetwork, widyr",NA,NA,10.32614/CRAN.package.ggraph,TRUE,TRUE,TRUE,TRUE,3
ggraptR,1.3,NA,"dplyr (>= 0.7.5), ggplot2 (>= 2.2.0), pacman (>= 0.4.6),
purrr(>= 0.2.4), shiny (>= 0.12.2)",NA,NA,"knitr, markdown",NA,GPL (>= 2),NA,NA,NA,NA,8ff9925fa841f7eedd0b22d350be900a,no,NA,"Eugene Dubossarsky [aut, cph, cre],
  Julius Neggo [ctb] (Lead Developer),
  Howard Song [aut] (Developer),
  Susan Wang [ctb] (Project Manager),
  Jason Widjaja [ctb] (Vignette),
  Jose Magana [ctb] (Package Manager and Developer),
  Sergey Skripko [ctb] (Developer)","
    c(person(""Eugene"", ""Dubossarsky"", role=c(""aut"", ""cph"", ""cre""),
             email=""eugene@presciient.com""),
	     person(""Julius"", ""Neggo"", role=""ctb"", comment=""Lead Developer""),
	     person(""Howard"", ""Song"", role=""aut"", comment=""Developer""),
	     person(""Susan"", ""Wang"", role=""ctb"", comment=""Project Manager""),
	     person(""Jason"", ""Widjaja"", role=""ctb"", comment=""Vignette""),
	     person(""Jose"", ""Magana"", role=""ctb"", comment=""Package Manager and Developer""),
	     person(""Sergey"", ""Skripko"", role=""ctb"", comment=""Developer""))",NA,https://github.com/cargomoose/raptR/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-24 05:00:03 UTC,"Intended for both technical and non-technical users to create
    interactive data visualizations through a web browser GUI without writing any
    code.",NA,NA,NA,NA,NA,NA,NA,Eugene Dubossarsky <eugene@presciient.com>,NA,2020-06-24 01:11:17 UTC; juliux,NA,NA,NA,NA,"Allows Interactive Visualization of Data Through a Web Browser
GUI",Package,NA,NA,knitr,NA,NA,NA,2020-06-24,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggraptR,TRUE,TRUE,FALSE,FALSE,1
ggrasp,1.2,NA,R(>= 3.1.0),"ggplot2, mixtools, ape, bgmm, colorspace, methods",NA,NA,NA,GPL-2,NA,NA,NA,NA,a4ffca12b051ec20e799c5ffb3f0a124,no,NA,"Thomas Clarke [aut, cre]","person(""Thomas"", ""Clarke"", email = ""tclarke@jcvi.org"", role = c(""aut"", ""cre""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-21 15:30:02 UTC,"Given a group of genomes and their relationship with each other, the package clusters the genomes and selects the most representative members of each cluster. Additional data can be provided to the prioritize certain genomes. The results can be printed out as a list or a new phylogeny with graphs of the trees and distance distributions also available. For detailed introduction see: Thomas H Clarke, Lauren M Brinkac, Granger Sutton, and Derrick E Fouts (2018), GGRaSP: a R-package for selecting representative genomes using Gaussian mixture models, Bioinformatics, bty300, <doi:10.1093/bioinformatics/bty300>.",NA,NA,NA,False,NA,NA,NA,Thomas Clarke <tclarke@jcvi.org>,NA,2022-04-21 15:10:43 UTC; tclarke,NA,NA,NA,NA,"Gaussian-Based Genome Representative Selector with
Prioritization",Package,NA,NA,NA,NA,NA,NA,2022-04-21,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggrasp,TRUE,TRUE,FALSE,FALSE,1
